circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,SURYATHANDA,AGRICULTURAL,5,2,2.0,0,7.5
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,THIMMAPURAM,AGRICULTURAL,5,427,411.0,375,1392.75
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,THULJARAOPET,AGRICULTURAL,5,293,287.0,0,1080.75
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,GONDRIYALA,AGRICULTURAL,5,833,796.0,5938,3054.38
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,KHANAPURM,AGRICULTURAL,5,130,121.0,1250,460.5
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,KOTHAGUDEM,AGRICULTURAL,5,276,272.0,0,1021.5
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,KRISHNAPUR,AGRICULTURAL,5,233,232.0,0,822.75
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,LAKKARAM,AGRICULTURAL,5,232,227.0,0,880.88
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,MOGALAIKOTA,AGRICULTURAL,5,318,317.0,625,1170.38
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNDRUGONDA,AGRICULTURAL,5,177,162.0,0,633.75
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VALLABHA PURAM,AGRICULTURAL,5,336,297.0,0,1192.5
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VATTIKHAMMAM PAHAD,AGRICULTURAL,5,1247,1110.0,1375,4341.38
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VATTIKHMMAMAPAHAD,AGRICULTURAL,5,4,4.0,0,15.0
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,DACHARAM,AGRICULTURAL,5,42,41.0,0,157.5
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,PALARAM,AGRICULTURAL,5,392,385.0,0,1234.5
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,RANGAI GUDEM,AGRICULTURAL,5,84,82.0,0,237.0
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,SHANTHINAGAR,AGRICULTURAL,5,270,266.0,0,960.38
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,TRIPURARAM,AGRICULTURAL,5,641,621.0,1875,2245.5
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,V R PURAM  A,AGRICULTURAL,5,169,158.0,432,587.25
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,V SINGARAM,AGRICULTURAL,5,292,283.0,625,1020.75
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,SURYAPET TOWN I,AGRICULTURAL,5,254,239.0,0,909.38
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,A CODE AGL,AGRICULTURAL,5,28,28.0,0,96.0
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,C CODE AGL,AGRICULTURAL,5,55,55.0,0,206.63
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANAJIPUR,AGRICULTURAL,5,618,603.0,0,2263.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANANTHARAM,AGRICULTURAL,5,810,773.0,0,2957.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANIREDDY GUDEM,AGRICULTURAL,5,91,87.0,0,339.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANIREDDYGUDEM,AGRICULTURAL,5,2,2.0,0,7.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANNIREDDY GUDAM,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,BAKTHALAPUR,AGRICULTURAL,5,541,507.0,0,2027.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,CHEEDELA,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,CHEEDELLA,AGRICULTURAL,5,1283,1192.0,0,4853.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHARMAPUR,AGRICULTURAL,5,407,379.0,0,1517.25
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,YESHWANTHA PURAM,AGRICULTURAL,5,240,231.0,0,823.5
SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,DACHARAM,AGRICULTURAL,5,5,1.0,0,18.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,ANNARIGUDEM,AGRICULTURAL,5,340,340.0,0,1086.38
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,APPANNA GUDEM,AGRICULTURAL,5,14,10.0,0,52.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BALLU THANDA,AGRICULTURAL,5,91,84.0,0,300.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BEEKYA THANDA,AGRICULTURAL,5,44,44.0,0,165.0
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,I CODE AGL,AGRICULTURAL,5,71,71.0,0,269.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHOOPAHAD,AGRICULTURAL,5,631,609.0,0,2339.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHOOPHAD,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DOSAPAD,AGRICULTURAL,5,363,350.0,0,1291.13
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DOSAPHAD,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,G MALKAPOOR,AGRICULTURAL,5,774,726.0,2500,2889.0
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,G.MALKAPUR,AGRICULTURAL,5,10,10.0,0,37.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,LINGALA,AGRICULTURAL,5,746,729.0,0,2751.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BODABANDALAGUDEM,AGRICULTURAL,5,63,57.0,0,195.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,BURKACHERLA,AGRICULTURAL,5,667,643.0,0,2495.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,GENIYA THANDA,AGRICULTURAL,5,27,27.0,0,77.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,GOLTHANDA,AGRICULTURAL,5,23,15.0,0,86.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,GOPA THANDA,AGRICULTURAL,5,62,62.0,0,217.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,HUSSAINABAD,AGRICULTURAL,5,521,500.0,625,1511.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KARAKKAYALAGUDEM,AGRICULTURAL,5,155,155.0,0,384.75
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,SURYAPET TOWN-II,AGRICULTURAL,5,208,184.0,0,774.38
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),AIPOOR,AGRICULTURAL,5,842,835.0,0,3132.0
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ATHMAKUR,AGRICULTURAL,5,1032,1006.0,0,3836.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MACHARAM,AGRICULTURAL,5,553,541.0,0,2058.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MOHAMMADAPUR,AGRICULTURAL,5,423,418.0,0,1569.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MUKUNDAPURAM ,AGRICULTURAL,5,277,256.0,1875,1029.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,N ANNARAM,AGRICULTURAL,5,643,634.0,0,2326.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,N.ANNARAM,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NAGULAPAHAD,AGRICULTURAL,5,219,207.0,625,781.13
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KOODALI,AGRICULTURAL,5,213,213.0,0,765.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,KOTTAGUDEM,AGRICULTURAL,5,168,147.0,0,426.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,LAL THANDA,AGRICULTURAL,5,135,130.0,0,467.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,MAMILLAGUDEM,AGRICULTURAL,5,352,322.0,1000,1020.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,MOTHEY,AGRICULTURAL,5,410,403.0,0,1233.38
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NAGAIAHGUDEM,AGRICULTURAL,5,104,101.0,0,280.5
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),BOPPARAM,AGRICULTURAL,5,256,236.0,0,943.5
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),DASARAM,AGRICULTURAL,5,345,341.0,0,1266.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),DUBBATHANDA,AGRICULTURAL,5,45,45.0,0,153.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ENUBAMULA,AGRICULTURAL,5,330,329.0,0,1216.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NAGULAPHAD,AGRICULTURAL,5,2,2.0,0,7.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NARAYANA GUDEM,AGRICULTURAL,5,123,122.0,1875,369.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NOORJAHAN PET,AGRICULTURAL,5,74,74.0,0,277.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,PEMPAHAD,AGRICULTURAL,5,4,4.0,0,15.0
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,PENPAHAD,AGRICULTURAL,5,727,661.0,0,6793.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,PENPHAD,AGRICULTURAL,5,6,6.0,0,22.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,POTLAPAHAD,AGRICULTURAL,5,527,527.0,0,1893.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NAMAVARAM,AGRICULTURAL,5,681,624.0,0,2129.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NARSIMHAPURAM,AGRICULTURAL,5,134,134.0,625,373.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,NEREDVAI,AGRICULTURAL,5,268,268.0,0,780.38
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAGAVAPURAM,AGRICULTURAL,5,345,336.0,0,1121.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAMAPURAMTHANDA,AGRICULTURAL,5,151,147.0,0,503.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAMDAS THANDA,AGRICULTURAL,5,15,15.0,0,56.25
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),GATTIKAL,AGRICULTURAL,5,406,394.0,0,1519.5
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ISTHALAPURAM,AGRICULTURAL,5,247,238.0,0,912.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ISTHALLAPURAM,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KANDAGATLA,AGRICULTURAL,5,1313,1281.0,0,4847.25
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KASHIGUDEM SUBSTATION,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KOTAPAHAD,AGRICULTURAL,5,323,323.0,0,1192.13
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,RANGAI GUDEM,AGRICULTURAL,5,30,30.0,0,109.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,S.R. PALEM,AGRICULTURAL,5,2,2.0,0,7.5
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,SINGAREDDY PALEM,AGRICULTURAL,5,327,321.0,0,1212.75
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,THANGELLA GUDEM,AGRICULTURAL,5,117,117.0,0,401.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DACHARAM,AGRICULTURAL,5,8,8.0,0,30.0
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,NALLABANDAGUDEM  A,AGRICULTURAL,5,369,368.0,0,1361.63
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,R L THANDA,AGRICULTURAL,5,103,103.0,0,356.25
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,RAMALAXMIPURAM,AGRICULTURAL,5,249,249.0,1250,858.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,REDLAKUNTA,AGRICULTURAL,5,515,463.0,6012,2023.88
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,S V PURAM,AGRICULTURAL,5,65,64.0,0,241.5
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,THAMMARA,AGRICULTURAL,5,602,564.0,3,2204.63
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RANGAPURAM THANDA,AGRICULTURAL,5,65,65.0,0,192.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIKUNTA THANDA,AGRICULTURAL,5,103,103.0,0,291.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIPAHAD,AGRICULTURAL,5,463,437.0,0,1736.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SARVARAM,AGRICULTURAL,5,371,370.0,0,1388.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SIRI KONDA,AGRICULTURAL,5,1084,1010.0,0,3088.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SIRIKONDA,AGRICULTURAL,5,3,3.0,0,11.25
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KOTINAYAKATHANDA,AGRICULTURAL,5,52,52.0,0,193.5
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),M.KOTHAGUDEM,AGRICULTURAL,5,232,221.0,0,862.5
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),MIDATHAMPALLI,AGRICULTURAL,5,107,107.0,0,396.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),MUKKUDEVAPALLI,AGRICULTURAL,5,341,339.0,0,1266.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,THOGARRAI,AGRICULTURAL,5,639,639.0,0,2328.38
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,YERRAVARAM,AGRICULTURAL,5,373,373.0,0,1289.25
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DACHARAM,AGRICULTURAL,5,2,2.0,0,7.5
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMALAPALLI,AGRICULTURAL,5,295,272.0,0,893.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMGUDEM,AGRICULTURAL,5,209,209.0,0,692.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,URLUGONDA,AGRICULTURAL,5,307,307.0,0,965.25
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,VIBALAPURAM,AGRICULTURAL,5,376,350.0,0,1104.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,DACHARAM,AGRICULTURAL,5,25,15.0,0,93.75
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,AKUPAMLA,AGRICULTURAL,5,447,443.0,0,1370.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,BARAKATGUDEM,AGRICULTURAL,5,746,740.0,4492,2632.88
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),NANDYALAGUDEM,AGRICULTURAL,5,24,24.0,0,90.0
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),NARAYANAPPAGUDEM,AGRICULTURAL,5,41,41.0,0,153.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),NASEEMPET,AGRICULTURAL,5,260,260.0,0,948.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),NEMMIKAL,AGRICULTURAL,5,657,634.0,625,3195.0
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),PATASURYAPET,AGRICULTURAL,5,305,305.0,0,1131.75
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),PATHARLAPAD,AGRICULTURAL,5,1,1.0,0,3.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BHAVANI NAGAR,AGRICULTURAL,5,1,111.0,0,3.75
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,GANAPAVARAM,AGRICULTURAL,5,553,538.0,5625,1586.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,JAGANNATHA PURAM,AGRICULTURAL,5,182,168.0,0,601.88
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KALAKOVA,AGRICULTURAL,5,350,345.0,0,1173.0
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KODANDARAMPURA,AGRICULTURAL,5,193,190.0,0,560.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KOKKIRENI,AGRICULTURAL,5,324,320.0,0,1079.25
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KRISHNA NAGAR,AGRICULTURAL,5,241,241.0,0,884.63
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,GUDIBANDA,AGRICULTURAL,5,469,461.0,0,1722.0
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KAPUGALLU,AGRICULTURAL,5,1053,1016.0,0,3882.38
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KOMARBANDA,AGRICULTURAL,5,285,283.0,0,1012.88
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KUCHIPUDI,AGRICULTURAL,5,538,519.0,0,1965.75
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,MANGAL THANDA,AGRICULTURAL,5,229,221.0,3464,867.75
VIKARABAD,TANDUR,KODANGAL,DUDYAL,PALLEGADDA,AGRICULTURAL,5,25,24.0,0,93.75
VIKARABAD,TANDUR,KODANGAL,DUDYAL,POLEPALLY,AGRICULTURAL,5,447,440.0,0,1676.25
VIKARABAD,TANDUR,KODANGAL,DUDYAL,SATTARKUNTA TANDA,AGRICULTURAL,5,9,9.0,0,33.75
VIKARABAD,TANDUR,KODANGAL,KODANGAL,ALIAD,AGRICULTURAL,5,1,1.0,0,3.75
VIKARABAD,TANDUR,KODANGAL,KODANGAL,ANGADI RAICHUR,AGRICULTURAL,5,202,197.0,1875,759.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,MARE PALLY,AGRICULTURAL,5,110,108.0,0,412.5
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,NAGULA PALLY,AGRICULTURAL,5,150,142.0,0,562.5
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,NARSAPUR,AGRICULTURAL,5,1,1.0,0,3.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,PASHA PUR,AGRICULTURAL,5,117,116.0,0,434.25
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,PEDDAMUL TANDA,AGRICULTURAL,5,9,9.0,0,33.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,PEDDEMUL,AGRICULTURAL,5,399,386.0,0,1498.13
VIKARABAD,TANDUR,TANDUR,YALAL,THIMMAI PALLY,AGRICULTURAL,5,196,195.0,625,735.0
VIKARABAD,TANDUR,TANDUR,YALAL,VISHWANATHPUR,AGRICULTURAL,5,91,88.0,0,338.25
VIKARABAD,TANDUR,TANDUR,YALAL,YALAL,AGRICULTURAL,5,329,300.0,0,1227.75
VIKARABAD,TANDUR,TANDUR,YALAL,YENKE PALLY,AGRICULTURAL,5,46,38.0,0,172.5
VIKARABAD,TANDUR,TANDUR,YALAL,DACHARAM,AGRICULTURAL,5,1,1.0,0,3.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,ADAVI VENKATAPUR,AGRICULTURAL,5,134,134.0,0,502.5
VIKARABAD,VIKARABAD,PARGI,PARGI,POLKAM PALLY,AGRICULTURAL,5,42,39.0,0,157.5
VIKARABAD,VIKARABAD,PARGI,PARGI,RAGHAVAPUR,AGRICULTURAL,5,106,100.0,0,397.5
VIKARABAD,VIKARABAD,PARGI,PARGI,RAM REDDY PALLY,AGRICULTURAL,5,9,9.0,0,34.5
VIKARABAD,VIKARABAD,PARGI,PARGI,RANGAM PALLY,AGRICULTURAL,5,212,209.0,0,795.0
VIKARABAD,VIKARABAD,PARGI,PARGI,RANGAPUR,AGRICULTURAL,5,77,72.0,625,288.75
VIKARABAD,VIKARABAD,PARGI,PARGI,RAPOLE,AGRICULTURAL,5,309,296.0,0,1164.38
VIKARABAD,VIKARABAD,PARGI,PARGI,RAWAL PALLY,AGRICULTURAL,5,111,104.0,0,416.25
VIKARABAD,VIKARABAD,VIKARABAD,KOTPALLY,ANNA SAGAR,AGRICULTURAL,5,30,30.0,0,112.5
VIKARABAD,VIKARABAD,VIKARABAD,KOTPALLY,BARWAD,AGRICULTURAL,5,250,230.0,0,934.5
VIKARABAD,VIKARABAD,VIKARABAD,KOTPALLY,BEERALLY,AGRICULTURAL,5,87,86.0,0,323.25
VIKARABAD,VIKARABAD,VIKARABAD,KOTPALLY,BOPUNAARAM,AGRICULTURAL,5,3,111.0,0,11.25
VIKARABAD,VIKARABAD,VIKARABAD,KOTPALLY,BUGGAPUR,AGRICULTURAL,5,12,11.0,0,45.0
VIKARABAD,VIKARABAD,VIKARABAD,KOTPALLY,ENNAARAM,AGRICULTURAL,5,173,158.0,0,645.74
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,MADAN PALLY,AGRICULTURAL,5,385,377.0,0,1438.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,MADGULACHITAMPALLI,AGRICULTURAL,5,177,165.0,625,656.25
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,MADHARAM,AGRICULTURAL,5,48,45.0,0,180.0
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,MAILAR DEVAR PALLY,AGRICULTURAL,5,241,237.0,0,900.75
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,NARAYAN PUR,AGRICULTURAL,5,190,184.0,625,708.0
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD,PATHUR,AGRICULTURAL,5,99,98.0,0,369.75
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,NARE GUDA,AGRICULTURAL,5,57,43.0,0,212.25
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,NAWAB PET,AGRICULTURAL,5,31,17.0,0,116.25
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,POOLA PALLY,AGRICULTURAL,5,186,161.0,1250,688.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,PUL MAAMDI,AGRICULTURAL,5,453,439.0,0,1692.0
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,THIMMA REDDY PALLY,AGRICULTURAL,5,50,49.0,0,187.5
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,VATTI MEENAM PALLY,AGRICULTURAL,5,106,101.0,0,396.0
VIKARABAD,TANDUR,KODANGAL,KODANGAL,ANNARAM,AGRICULTURAL,5,115,115.0,0,431.25
VIKARABAD,TANDUR,KODANGAL,KODANGAL,APPAIPALLY  (KOD),AGRICULTURAL,5,151,151.0,0,566.25
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BHEEMLA THANDA,AGRICULTURAL,5,14,14.0,0,52.5
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BONAM TANDA,AGRICULTURAL,5,16,16.0,0,60.0
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BOYAPALLY THANDA,AGRICULTURAL,5,27,27.0,0,101.25
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BULKHAPUR,AGRICULTURAL,5,63,62.0,0,236.25
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BURJUKHANPALLY,AGRICULTURAL,5,21,21.0,0,78.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RACHAKATTA TANDA,AGRICULTURAL,5,7,7.0,0,26.25
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,REGONDI,AGRICULTURAL,5,97,90.0,0,363.75
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RUDRARAM,AGRICULTURAL,5,44,38.0,0,165.0
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RUKMA PUR,AGRICULTURAL,5,44,40.0,0,165.0
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THATTE PALLY,AGRICULTURAL,5,603,573.0,0,2263.13
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THATTEPALLY,AGRICULTURAL,5,1,1.0,0,3.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,BANGARAM PALLY,AGRICULTURAL,5,26,26.0,0,97.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,CHAKAL PALLY &TANDAS,AGRICULTURAL,5,160,157.0,0,600.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,CHELLA PUR,AGRICULTURAL,5,4,4.0,0,15.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,CHOWDAPUR,AGRICULTURAL,5,323,320.0,0,1215.0
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,K.M.TANDA,AGRICULTURAL,5,1,1.0,0,3.75
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KANMAN KALVA,AGRICULTURAL,5,183,180.0,625,686.25
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KISTAM PALLY,AGRICULTURAL,5,10,10.0,0,37.5
VIKARABAD,VIKARABAD,PARGI,CHOWDAPUR,KOTHA PALLY,AGRICULTURAL,5,153,153.0,0,573.75
VIKARABAD,VIKARABAD,PARGI,PARGI,ROOP KHAN PET,AGRICULTURAL,5,185,175.0,0,695.63
VIKARABAD,VIKARABAD,PARGI,PARGI,RUKUM PALLY,AGRICULTURAL,5,82,81.0,0,307.5
VIKARABAD,VIKARABAD,PARGI,PARGI,SHAKAPURAM,AGRICULTURAL,5,2,2.0,0,7.5
VIKARABAD,VIKARABAD,PARGI,PARGI,SONDEPUR,AGRICULTURAL,5,103,100.0,0,388.13
VIKARABAD,VIKARABAD,PARGI,PARGI,SULTHAN PUR,AGRICULTURAL,5,232,212.0,0,879.38
VIKARABAD,VIKARABAD,PARGI,PARGI,SYED MALKAPUR,AGRICULTURAL,5,80,78.0,1250,300.0
VIKARABAD,VIKARABAD,PARGI,PARGI,SYED PALLY,AGRICULTURAL,5,149,147.0,0,557.25
